time (ms),x-accel,y-accel,z-accel
86984.55805,0.025803,-0.963623,0.25148
86984.58331,-0.033646,-0.958969,0.268311
86984.60855,0.049484,-0.955338,0.240814
86984.63379,0.086472,-0.942154,0.246872
86984.65905,0.074265,-0.953018,0.260818
86984.68429,0.057938,-0.968399,0.248764
86984.70955,0.06076,-1.01445,0.254211
86984.73479,0.0513,-1.077377,0.259171
86984.76002,0.248611,-1.061356,0.149063
86984.78529,0.131943,-1.157806,0.235077
86984.81054,-0.035797,-1.224289,0.295731
86984.8358,-0.01622,-1.469833,0.116608
86984.86103,-0.216583,-1.610687,-0.114639
86984.88627,-0.559753,-1.406403,0.038406
86984.91154,-0.518127,-1.59758,0.406586
86984.93678,0.654846,-2.18277,0.896912
86984.96204,1.004364,-1.37117,0.147217
86984.98728,0.435257,-0.660248,0.428284
86985.01252,0.453735,-0.945145,0.44043
86985.03778,-0.201721,-0.465378,0.240936
86985.06302,-0.49736,-0.09613,-0.01268
86985.08829,-0.414703,-0.315536,0.125946
86985.11353,0.052429,-0.615463,0.16835
86985.13876,0.275543,-0.683838,0.146866
86985.16402,0.328018,-0.84726,0.160614
86985.18926,0.314941,-1.103317,0.263031
86985.21453,0.424805,-1.244904,0.373611
86985.23976,0.459076,-1.536743,0.561432
86985.265,0.61528,-1.779236,0.789413
86985.29027,0.960938,-1.623718,0.935547
86985.3155,0.948898,-1.386307,0.394531
86985.34076,0.957886,-0.846741,0.651779
86985.366,1.411407,-0.411224,0.666595
86985.39124,1.266266,-0.735321,0.479782
86985.41651,0.622025,-1.013123,0.379654
86985.44175,-0.22081,-1.626572,-0.417908
86985.46701,-2.36467,-1.075684,0.22403
86985.49225,-1.440643,-1.735153,1.108536
86985.51749,4.40065,-0.662659,-1.62088
86985.54276,0.6689,-1.687317,0.409622
86985.568,-0.802887,-0.685669,0.952774
86985.59327,-0.432938,-1.128433,0.454987
86985.61851,0.497772,-1.046585,-0.068481
86985.64375,-0.24794,-1.023941,0.218307
86985.66902,-0.236343,-0.920364,0.217758
86985.69426,-0.386002,-0.849533,0.2995
86985.71952,-0.280838,-0.896408,0.288757
86985.74476,0.036163,-0.947067,0.247803
86985.77,0.048203,-0.966812,0.23584
86985.79527,-0.071732,-0.973618,0.258759
86985.8205,0.020615,-0.98587,0.243515
86985.84577,-0.008606,-1.006363,0.258957
86985.87101,0.104874,-1.000381,0.221436
86985.89625,0.02565,-0.987274,0.232254
86985.92151,-0.039139,-1.0242,0.296082
86985.94675,0.016388,-1.040451,0.27832
86985.97202,0.096405,-1.047913,0.255676
86985.99726,0.049393,-1.101562,0.380463
86986.0225,0.062363,-1.154755,0.284958
86986.04777,0.336456,-1.330795,-0.008347
86986.07301,0.200394,-1.482773,-0.109146
86986.09827,0.026962,-1.63147,-0.144592
86986.12351,-0.618896,-1.482666,0.227692
86986.14875,-0.552155,-1.657547,0.514343
86986.17402,0.447342,-1.498108,1.139587
86986.19926,1.386429,-1.339874,0.101517
86986.22452,0.797333,-0.487503,0.620163
86986.24976,0.001205,-0.836594,0.300278
86986.275,-0.650635,0.052338,-0.219818
